Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/business/economy/coronavirus-tyson-plant-iowa.html?searchResultPosition=9,Economy,meat plant - workers - immigrants - outbreak - shutdown,-1,Nada,Late shutdown measures in an Iowa meat plant helped spread virus in a community.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/coronavirus-deaths-cases.html?searchResultPosition=11,U.S,airlines - White House - paramedics - cpr - nursing home - medical bias - unemployment - Obama - reopening,-1,0,2 positive cases at White House - unemployment could rise 20% - States grapple with when to reopen,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/nyregion/coronavirus-new-york-update.html?searchResultPosition=12,New York,inflammatory syndrome - nursing homes - homeless - reopening,Nada,Nada,N.Y.C. Reports 38 Cases of Virus-Related Syndrome in Children,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/arts/television/daniel-dae-kim-asian-americans.html?searchResultPosition=13,Television,Asian-Americans - documentary - personal story,Nada,Nada,Actor and Covid survivor Daniel Dae Kim recounts his experience and talks about his documentary.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/coronavirus-giving-birth-new-mothers.html?searchResultPosition=14,U.S,pregnant - advice - personal story,Nada,Nada,Advice from women who were pregnant and delivered their babies during the pandemic.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-europe-resilience.html?searchResultPosition=15,Europe,Europe - Croatia - Greece - stringent measures - resilience,Nada,Nada,Europe’s Battle-Hardened Nations Show Resilience in Virus Fight,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/europe/uk-mosque-burials-coronavirus.html?searchResultPosition=16,Europe,UK - minority - Muslim community - burial,Nada,Nada,"In U.K., Hard-Hit Minority Communities Struggle to Bury the Dead",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/coronavirus-hospital-delirium.html?searchResultPosition=17,Opinion,delirium - older patients - visitation,Nada,Nada,Delirium is leaving many older patients more vulnerable.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/coronavirus-elderly-pulse-oximeter.html?searchResultPosition=18,Opinion,pulse oximetry - detection - early treatment - ,Nada ,Nada,Doctors suggest doing pulse oximetry would help to detect worsening cases and save lives.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/australia/coronavirus-bushfires.html?searchResultPosition=19,Australia,australia- fire- confinment,nada,nada,"after a catastrophic fire four months ago, another disaster strikes in melbourne",,
5/10/2020,C,The New York Times,https://www.nytimes.com/video/us/politics/100000007131591/cuomo-new-york-coronavirus-briefing.html?searchResultPosition=20,Politics,ursing home measures,0,nada,"Gov. Andrew M. Cuomo of New York announced new rules to help protect residents in nursing homes, where there have been thousands of deaths related to Covid-19.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/politics/postal-service-trump-coronavirus.html?searchResultPosition=21,Politics,postal service-finance,-1,nada,"With the coronavirus pandemic threatening the Postal Service’s financial viability, a rescue for America’s favorite agency has become a political battle.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/letters/coronavirus-zoom-video-conference.html?searchResultPosition=22,Letters,zoom meetings- confinement,nada,nada,Zoom and its E-allies are the difference between being sentenced to solitary confinement or to just being part of the Covid-19 general prison population.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/letters/coronavirus-profiteering.html?searchResultPosition=23,Letters,crisis- own interests,-1,nada,"Instead of promoting the public welfare, some people are using this crisis to profit or to push their agendas,",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/arts/music/virus-concert-tests-arkansas.html?searchResultPosition=24,Music,rock concert- fraught affaor,nada,nada,the opening this week of what could be the first major concert in the United States is turning into a fraught affair.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/coronavirus-african-americans-bias.html?searchResultPosition=25,U.S,medical bias-health professional,nada,1,the Centers for Disease Control and Prevention recently advised health care professionals to be careful not to let bias influence their treatment during this pandemic.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/politics/white-house-coronavirus-trump.html?searchResultPosition=26,Politics,White House - testing - quarantine,-1,0,two White House staff members testing positive and  some officials fear the disease is already spreading rapidly through the West Wing.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/nyregion/paramedics-cpr-coronavirus.html?searchResultPosition=27,New York,paramedics - cpr - emergency,Nada,0,coronavirus has sickened so many emergency workers that some units are holding off on risky procedures like CPR,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-italy-recovery.html?searchResultPosition=28,Europe,Italy - symptoms - convalescence - test - recovery ,Nada,Nada,Italian Covid survivors struggle with debilitating symptoms long after having had the disease.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/middleeast/lebanon-economic-crisis.html?searchResultPosition=29,Middle East,Lebanon - economic crisis ,Nada,Nada,Lebanon's economic crisis explodes,,
5/10/2020,C,The New York Times,https://www.nytimes.com/video/world/europe/100000007131674/boris-johnson-britain-coronavirus.html?searchResultPosition=30,Europe,UK - Boris Johnson - lockdown - restrictions,Nada,Nada,British PM Boris Johnson said restrictions would largely stay in place,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/trump-sweden-coronavirus.html?searchResultPosition=31,Opinion,trump- instability-confusion,-1,nada,"Covid-19 is sapping our economic and physical health, while Trump is undermining our institutions and national unity.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/coronavirus-hygiene.html?searchResultPosition=32,Opinion,wash hands. wear masks-,nada,nada,many people had the habits of the coronavirus life before the pandemic,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/coronavirus-contact-tracing-nyc.html?searchResultPosition=33,Opinion,reopen- new york,nada,nada,Mayor de Blasio should let the health department do its Covid-19 tracing.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/europe/reopen-schools-germany.html?searchResultPosition=34,Europe,Europe- schools- reopen,nada,nada,countries embark on a giant experiment in how to reopen schools,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-britain-boris-johnson.html?searchResultPosition=36,Europe,Britain- travlleres- quarantine,nada,nada,Britain would soon impose a mandatory quarantine on travelers arriving in the country by air,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/business/electrameccanica-solo-motorcycle-car.html?searchResultPosition=37,Business,cars-personal transportation-,nada,nada,The coronavirus is changing the transportation landscape in ways that seemed unthinkable,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/business/stock-market-economy-coronavirus.html?searchResultPosition=38,Business,market- economy- ,nada,nada,"The pandemic has  highlighted a deeper trend. For decades, the market has been growing increasingly detached from the mainstream of American life, mirroring broad changes in the economy.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/business/coffee-filter-mask-melitta.html?searchResultPosition=39,Business,coffe filters- masks,nada,nada,"Melitta, the German maker of the original paper coffee filter, retooled its production to make masks.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/nyregion/new-jersey-military-veterans-home.html?searchResultPosition=40,New York,militar veterans- fatalities- nursing homes,nada,nada,"The coronavirus has preyed on residents of nursing homes in New Jersey with lethal force, claiming 4,953 lives.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/world/africa/coronavirus-aid-plane-crash-somalia.html?searchResultPosition=41,Africa,Ethipoia- plane crash- humanitarian supplies,nada,nada,"A plane carrying humanitarian supplies that crashed in Somalia on Monday may have been shot down by Ethiopian troops, acco",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/business/airlines-coronavirus-bleak-future.html?searchResultPosition=42,Business,airline bussiness,nada,nada,Delta and other major airline bussinees are losing millions a day,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/sports/UFC-249-dana-white-joe-rogan.html?searchResultPosition=43,Sports,Fighting champion president,nada,nada,The organization’s president voiced optimism even after a bout on Saturday was canceled because a fighter tested positive for the virus.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/trump-cabinet-coronavirus.html?searchResultPosition=44,Opinion,civil servants- trump administration,-1,nada,All the holes and temps in the government have led to a permanent crisis.,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/china-coronavirus-trump.html?searchResultPosition=45,Opinion,Chinese virus- cold war,-1,nada,President Trump blames China for spreading the virus and wants a new cold war to deter attention,,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/opinion/trump-2020-campaign.html?searchResultPosition=46,Opinion,campaign's tactics ,-1,nada,"While Joe Biden spent nearly a year nailing down the Democratic presidential nomination, the Trump campaign devoted the better part of the past four years vacuuming up as much data as possible to better target and influence American voters.",,
5/10/2020,C,The New York Times,https://www.nytimes.com/2020/05/10/us/politics/coronavirus-china-cyber-hacking.html?searchResultPosition=47,Politics,China- vaccines-cybertheft,0,nada,The F.B.I. and the Department of Homeland Security are preparing to issue a warning that China’s most skilled hackers and spies are working to steal American research in the crash effort to develop vaccines and treatments for the coronavirus,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/world/coronavirus-news-update.html?searchResultPosition=1,World,"banning, travel restrictions, death toll",-1,Nada,"The Trump administration is banning travel into the United States from Brazil, where the Covid-19 pandemic has been spiking,",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/world/asia/afghanistan-taliban-cease-fire-eid.html?searchResultPosition=2,Asia Pacific,"a cease-fire, on the defensive",Nada,Nada,President Ashraf Ghani welcomed the Taliban’s announcement of a three-day cessation of violence after months of intensifying attacks.,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/pageoneplus/corrections-may-24-2020.html?searchResultPosition=3,Corrections,"in print, corrections",Nada,Nada,"Corrections that appeared in print on Sunday, May 24, 2020.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/interactive/2020/05/24/us/us-coronavirus-deaths-100000.html?searchResultPosition=5,Asia Pacific,"Protesters, pro democracy movement",Nada,Nada,"Thousands of Hong Kong protesters clashed with the police, who fired rounds of tear gas, in the first major demonstration since China announced plans to tighten its control over the territory through security legislation.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/politics/trump-2020-election-voting-rights.html?searchResultPosition=6,U.S,Loss,Nada,Nada,America has reached a grim milestone in the coronavirus outbreak,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/reader-center/too-many-memorial-days.html?searchResultPosition=7,Politics,"campaign, mail voting",-1,Nada,"A group of worst-case scenario planners — mostly Democrats, but also some anti-Trump Republicans — have been gaming out how to respond to various doomsday options for the 2020 presidential election.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/hurricane-pandemic-coronavirus-florida.html?searchResultPosition=8,Reader Center,"combat, Memorial Day",Nada,Nada,Memorial Day offers moments when everyone can reflect on losses.,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/hurricane-pandemic-coronavirus-florida.html?searchResultPosition=8,U.S,"Evacuate, hurricane season",Nada,0,Florida is trying to figure out the daunting prospect of asking residents to evacuate for their safety during a storm after asking them to stay at home for the coronavirus.,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/business/economy/coronavirus-pay-cuts.html?searchResultPosition=9,Economy,"Layoffs, salary",Nada,Nada,Pay Cuts Become a Tool for Some Companies to Avoid Layoffs,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/nyregion/summer-nyc-coronavirus.html?searchResultPosition=10,New York,"Public schools, school year",Nada,Nada,"New York City’s 1.1 million schoolchildren and their families are steeling themselves for an unusual summer.

",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/world/europe/italy-farms-coronavirus.html?searchResultPosition=11,Europe,"Farm, agriculture",Nada,Nada,"As the coronavirus drastically reorders society and economies, more Italians are returning to the agricultural jobs of their grandparents.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/briefing/memorial-day-testing-hong-kong.html?searchResultPosition=12,Briefing,"Death toll, Mamorial Day",-1,0,"The U.S. is approaching a grim milestone of 100,000 deaths from the coronavirus.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/business/the-week-in-business-coronavirus-work-office-jobless.html?searchResultPosition=13,Business,"Unemployment, laid-off workers",Nada,Nada,"Even as most states are allowing some businesses to reopen, new applications for unemployment insurance continue at a record-breaking pace",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/nyregion/coronavirus-new-york-update.html?searchResultPosition=14,New York,transit safety measures,0,Nada,"With the Mid-Hudson and Long Island regions set to reopen this week, Gov. Andrew M. Cuomo announced new safety measures for public transit in those areas.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/they-survived-the-worst-battles-of-world-war-ii-and-died-of-the-virus.html?searchResultPosition=15,U.S,"World War II, veterans, ",Nada,Nada,"Mr. Miller, 96, who survived what was for Americans the bloodiest battle of World War II, died of complications from the coronavirus ",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/world/europe/germany-france-church-mosque-coronavirus.html?searchResultPosition=16,Europe,Houses of worship,-1,Nada,"In Germany, 40 new cases were confirmed among the faithful in Frankfurt. France restarted church services this weekend. And protesters in the West Bank demanded that mosques reopen for the Eid holiday.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/health/coronavirus-face-shields.html?searchResultPosition=17,Health,"Face masks, plastic face shields",-1,Nada,"The clear plastic guards may be easier to wear, disinfect and reuse than cloth or surgical face coverings, although they don’t entirely replace the need for masks.

",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/coronavirus-family.html?searchResultPosition=18,Opinion,"analog, digital world",Nada,Nada,"Despite the tug of our digital realm, life’s true pleasures remain in the analog world.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/coronavirus-us.html?searchResultPosition=19,Opinion,Physical distance,Nada,Nada,Masking is a matter of public health. ,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/coronavirus-mexico-usa.html?searchResultPosition=20,Opinion,no fixed address,Nada,Nada,"For someone with no fixed address, much less country of residence, “staying at home” was a novel and initially terrifying concept.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/arts/reopening-dance-music-theater-virus.html?searchResultPosition=21,Arts,"performing arts, performances",Nada,Nada,"Uncertainty about the coronavirus and the challenge of protecting audiences and artists is prompting many prominent presenters to wait till next year.

",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/letters/coronavirus-100000-deaths.html?searchResultPosition=22,Letters,grief,Nada,Nada,"Readers express their appreciation for what one calls a “heartbreaking, breathtaking memorial.”",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/nyregion/sal-capozucca-dead-coronavirus.html?searchResultPosition=23,New York,"Rock band, housing broker",Nada,Nada,"He had a day job as a broker specializing in townhouses, but his heart belonged with his rock ’n’ roll drum set and his local band. He died of Covid-19.

",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/arts/design/gallery-lawsuit-coronavirus-shutdown.html?searchResultPosition=24,Art and Design,"nonessential business, gallery",Nada,Nada,"The lawsuit contends that since the Venus Over Manhattan gallery is closed by government orders during the pandemic, the lease should be terminated.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/coronavirus-veterans.html?searchResultPosition=25,Opinion,"Mamorial Day, Veterans",Nada,Nada,"As the number of deaths in the ranks of veterans continues to rise, we need to revisit our enduring commitment to their care.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/briefing/hong-kong-protests-afghanistan-jacinda-ardern.html?searchResultPosition=26,Briefing,"Protests, cease-fire, worship",0,Nada,"Protests in Hong Kong against China’s planned security laws, a rare cease-fire in Afghanistan and The Times’s front page on the loss of nearly 100,000 lives in the U.S.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/obituaries/michael-halkias-dead-coronavirus.html?searchResultPosition=27,Obituaries,"Owner, obituary",Nada,Nada,"Surveying his life, one might think Michael Halkias had several careers. The truth is, he had one — helping people get what they wanted.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/world/europe/uk-cummings-coronavirus.html?searchResultPosition=28,Europe,"Lockdown rules, ",Nada,Nada,"The British leader defended Dominic Cummings’s travel, even as the aide was falling ill.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/nyregion/coronavirus-nyc-families.html?searchResultPosition=29,New York,"Parenting duties,family moments",Nada,Nada,"With little else to do, many people are savoring the time they have for simple pleasures like eating and dancing with the ones they love.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/coronavirus-church-trump.html?searchResultPosition=30,U.S,Worship,0,Nada,"Houses of worship are balancing the desire to reopen and worship together against the health consequences of moving too fast.

",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/opinion/coronavirus-parents-work-from-home.html?searchResultPosition=31,Opinion,quarantine parenting,Nada,Nada,Summer camps across the Northeast — and other parts of the country — have been canceled.,,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/politics/trump-coronavirus-death-toll.html?searchResultPosition=32,Politics,Death toll,-1,0,"Coronavirus deaths in the United States approached a staggering 100,000, a number the president once predicted would never be reached.",,
5/24/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/24/us/cdc-coronavirus-rats.html?searchResultPosition=33,U.S,Rodent control programme,Nada,0,"As restaurants and other businesses have closed during the coronavirus pandemic, rats may become more aggressive as they hunt for new sources of food, the Centers for Disease Control and Prevention warned.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/30/us/politics/trump-g7-russia.html?searchResultPosition=1,Politics,"World leaders, alliance",-1,Nada,"The president said he also planned to invite South Korea, Australia and India to the meeting of world leaders in order to discuss China’s future.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/world/coronavirus-news.html?searchResultPosition=2,World,a malaria drug,-1,nada,The Brazil and The USA are studying whether Hydroxychloroquine is safe and effective for the prevention and early treatment of Covid-19.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/interactive/2020/05/31/nyregion/coronavirus-birding-nyc.html?searchResultPosition=3,New York,"urban soundtrack, bird song",Nada,Nada,"When the pandemic collided with the spring migration, the sounds of the city changed overnight.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/pageoneplus/corrections-may-31-2020.html?searchResultPosition=4,Corrections,Corrections,Nada,Nada,"Corrections that appeared in print on Sunday, May 31, 2020.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/sports/coronavirus-sports-comeback-reopening.html?searchResultPosition=5,Sports,Sports leagues,Nada,Nada,"After months of pessimism, the biggest sports leagues have made a flurry of announcements about plans to return.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/style/alicia-silverstone-clueless-25-years.html?searchResultPosition=6,Style,veganism,Nada,Nada,Ms. Silverstone committed to veganism out of her love for animals,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/reader-center/tv-critic-job.html?searchResultPosition=7,Reader center,journalism,Nada,Nada,The pandemic hasn’t dramatically changed the job of a Times television critic.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/us/george-floyd-protests-coronavirus.html?searchResultPosition=8,U.S.,black community,Nada,Nada,"Emotions were already raw over the toll of a pandemic that has killed more than 100,000 people across the country and cost millions of jobs.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/business/economy/coronavirus-rent-landlords-tenants.html?searchResultPosition=9,Economy,"landlords, tenants ",Nada,Nada,"Since April, landlords have looked to the first of the month fearing that tenants will stop paying their rent. For the most part, that has not happened. ",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/world/europe/prague-coronavirus-europe-reopening.html?searchResultPosition=10,Europe,The drive-in theater ,Nada,Nada,Czech theater companies couldn’t perform onstage during the early phases of the pandemic. So they took over a parking lot.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/us/politics/black-americans-democrats-trump.html?searchResultPosition=11,Politics,"to vote, protests",-1,Nada,"Joe Biden wants to heal the soul of the country in this moment of protest and loss, and win the White House.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/us/george-floyd-protests-live-updates.html?searchResultPosition=12,U.S.,"Protesters, fires",-1,Nada,"Nationwide demonstrations resume, officials in several states reinforce their National Guard presence and anger mounts at increasingly aggressive tactics by the police.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/world/europe/coronavirus-prawn-spain.html?searchResultPosition=13,Europe,Prawns,Nada,Nada,"With high-end restaurants closed, the price of prawns has tumbled, allowing fishmongers to pick up the shellfish at a discount and offer them to a much broader clientele.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/world/europe/dominic-cummings-spectator-magazine.html?searchResultPosition=14,Europe,Spectators,Nada,Nada,"A senior editor of the magazine, Britain’s oldest, did not disclose in an article that her husband, Dominic Cummings, had taken a 260-mile trip that breached the nation’s stay-at-home order.

",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/nyregion/coronavirus-new-york-live-updates.html?searchResultPosition=15,New York,"reopening date, ",Nada,Nada,"As thousands protested in New York City and across the region this weekend, officials were supportive of the right to demonstrate but expressed concern about spreading the coronavirus.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/arts/design/robert-gober.html?searchResultPosition=16,Art and Design,"Art, sculptures",Nada,Nada,Some of Mr. Gober's sculptures consist of exacting replications of supermarket items,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/world/americas/coronavirus-nicaragua-burials.html?searchResultPosition=17,Americas,"strict measures, resist",Nada,Nada,Nicaragua is one of the last to reject the strict measures introduced globally to curb the spread of the coronavirus. Families say they are paying the price.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/opinion/covid-rural-america-aid.html?searchResultPosition=18,Opinion,incomes,Nada,Nada,"In Van Buren County, Ark., many people approach political issues with suspicion of taxation and government spending, even when it is for their own benefit.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/business/zappos-coronavirus.html?searchResultPosition=19,Business,anxiety,Nada,Nada,"In response to rising anxiety over the coronavirus, the shoe retailer Zappos started a customer service line that people can call for anything — even to chat.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/opinion/letters/scott-walker-states-bailout.html?searchResultPosition=20,Letters,Aid,0,Nada,"The heads of the National League of Cities and the American Federation of Teachers urge federal aid for states, disagreeing with Mr. Walker’s Op-Ed.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/arts/music/jazz-smalls-coronavirus-concerts.html?searchResultPosition=21,Music,"Bands, musicians",Nada,Nada,"The Greenwich Village club Smalls is booking bands inside the venue again, but audiences will still have to stay home.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/opinion/letters/meat-diet.html?searchResultPosition=22,Letters,"Vegetarian, meat",Nada,Nada,The real challenge to prevent future pandemics is to find practical ways to reduce the risks of zoonotic diseases spreading through the consumption of wildlife and domesticated food animals.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/obituaries/benjamin-smalls-dead.html?searchResultPosition=23,Obituaries,Prison,Nada,Nada,"To fellow inmates, he was known as the Elder Statesman, and his cell was cluttered with legal papers. He died of the novel coronavirus.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/opinion/hurricane-season-coronavirus.html?searchResultPosition=24,Opinion,hurricane season ,Nada,Nada,This year Floridians will have to weigh what is more dangerous — a storm or the coronavirus.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/us/politics/michigan-trump-election.html?searchResultPosition=25,Politics,"unemployment, flooding",-1,Nada,"The state provides a case study in how the president’s impulsive and insulting statements can undermine his push for re-election.


66",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/business/target-closing-or-cutting-hours-George-Floyd.html?searchResultPosition=26,Business,Looting,Nada,Nada,Target is temporarily closing or shortening the hours of about 200 stores in the United States as protests and looting spread across country in the aftermath of the death of George Floyd.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/arts/dance/stephen-petronios.html?searchResultPosition=27,Dance,Premiere,Nada,Nada,"The choreographer took to YouTube to present “#GimmeShelter,” a dance film to the Rolling Stones song that has resonance lately.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/health/protests-coronavirus.html?searchResultPosition=28,Health,"Protesters, George Floyd",Nada,Nada,"Across the country, mayors, public health experts and other officials worry that even though many protesters are wearing masks, the risk of new coronavirus cases will increase as thousands gather.",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/us/politics/washington-dc-george-floyd-protests.html?searchResultPosition=29,Politics,"demonstrators, White House",-1,Nada,protests near the White House fueled by anger over the police killing of George Floyd spiraled out of control again on Sunday night.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/business/virus-ppp-loan-small-businesses.html?searchResultPosition=30,Business,eight-week relief period,Nada,Nada,The program offered small companies a loan that would be converted to a grant if they used most of the money for eight weeks of payroll.,,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/business/media/cable-news-fox-msnbc-cnn.html?searchResultPosition=31,Media,urban crisis,0,Nada,"Cable networks are facing threats, and opportunities, in a national crisis. ",,
5/31/2020,Eliane,The New York Times,https://www.nytimes.com/2020/05/31/opinion/trump-police-george-floyd.html?searchResultPosition=32,Opinion,"rioting, racial hostility",-1,Nada,George Floyd's death in police custody is a potent symbol of the obscene inequality and racial hostility of this moment.,,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/world/europe/imperial-college-uk-vaccine-coronavirus.html?searchResultPosition=1,Europe,"U.K., cheaper vaccine ",Nada,Nada,"Imperial College, a prominent British laboratory, is forming a special partnership that would sidestep the drug industry to sell a potential vaccine against the coronavirus without profits or licensing fees in Britain and in low- and middle-income countries",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/style/sex-toys-online-coronavirus.html?searchResultPosition=2,Style,"Sex toys, sales spike, online sales",Nada,Nada,"Sex toy companies reported increases in online sales during the coronavirus pandemic, but storefronts are suffering ",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/us/coronavirus-border-mexico-california-el-centro.html?searchResultPosition=3,U.S,"border, mexico, health systems, overcrowded",-1,0,"The health crisis along the border has underscored the deep interconnection between the United States and its neighbor to the south, Mexico",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/health/doctors-george-floyd-coronavirus.html?searchResultPosition=4,Health,"George Floyd protests, physicians, Black lives matters",Nada,Nada,"Doctors and other health care workers have been stopping work to join in protesting the death of George Floyd, but they also express worries that large gatherings will cause a second wave of Covid-19 cases, and they are balancing their involvement with calls for protesters and police officers to adhere to public health guidelines.",,
